author_id,job_title,institution_type,historical_publications,email_consent,country
A1149,Pharma Research Scientist,Corporate,9,True,United Kingdom
A1150,Professor,Academic,19,True,United States
A1151,Pharma Research Scientist,Corporate,13,True,India
A1152,Clinical Researcher,Unknown,17,True,Germany
A1153,Pharma Research Scientist,Corporate,19,True,India
A1154,Pharma Research Scientist,Corporate,19,True,United States
A1155,Clinical Researcher,Academic,16,True,United Kingdom
A1156,Professor,Academic,12,False,United States
A1157,Professor,Academic,14,True,Germany
A1158,Pharma Research Scientist,Unknown,12,True,India
A1159,Pharma Research Scientist,Corporate,10,True,Japan
A1160,Pharma Research Scientist,Corporate,17,False,United States
A1161,AI Researcher,Corporate,19,True,United Kingdom
A1162,Pharma Research Scientist,Corporate,19,True,United Kingdom
A1163,Professor,Academic,15,True,India
A1164,AI Researcher,Unknown,12,True,Japan
A1165,Pharma Research Scientist,Corporate,14,True,Germany
A1166,Pharma Research Scientist,Corporate,14,True,Japan
A1167,AI Researcher,Academic,11,True,India
A1168,Professor,Academic,19,False,Japan
A1169,Clinical Researcher,Academic,15,True,India
A1170,Pharma Research Scientist,Corporate,21,True,Japan
A1171,AI Researcher,Academic,6,True,United States
A1172,Pharma Research Scientist,Corporate,8,True,United Kingdom
A1173,Clinical Researcher,Academic,20,True,India
A1174,Pharma Research Scientist,Corporate,14,True,India
A1175,Pharma Research Scientist,Corporate,9,True,United Kingdom
A1176,Clinical Researcher,Academic,13,True,Germany
A1177,Clinical Researcher,Academic,21,True,India
A1178,Clinical Researcher,Academic,18,False,United States
A1179,Pharma Research Scientist,Corporate,19,True,Japan
A1180,Pharma Research Scientist,Corporate,18,False,United States
A1181,Pharma Research Scientist,Corporate,0,False,India
A1182,Clinical Researcher,Unknown,11,True,Germany
A1183,Pharma Research Scientist,Corporate,6,False,India
A1184,AI Researcher,Corporate,9,True,Germany
A1185,Clinical Researcher,Corporate,16,True,United Kingdom
A1186,Pharma Research Scientist,Corporate,13,True,Japan
A1187,Clinical Researcher,Academic,16,True,United States
A1188,AI Researcher,Corporate,12,True,Germany
A1189,Pharma Research Scientist,Corporate,16,True,United States
A1190,Clinical Researcher,Corporate,12,True,United Kingdom
A1191,Clinical Researcher,Academic,10,True,India
A1192,Pharma Research Scientist,Corporate,18,True,Germany
A1193,Professor,Academic,18,False,Japan
A1194,Pharma Research Scientist,Corporate,7,False,Germany
A1195,AI Researcher,Unknown,28,False,India
A1196,Pharma Research Scientist,Corporate,19,False,India
A1197,Professor,Academic,12,True,Japan
A1198,AI Researcher,Academic,15,True,Japan
A1199,Pharma Research Scientist,Corporate,19,True,United Kingdom
A1200,Professor,Academic,22,False,United States
A1201,Clinical Researcher,Academic,18,True,Germany
A1202,Clinical Researcher,Academic,5,True,United Kingdom
A1203,Pharma Research Scientist,Corporate,21,True,United States
A1204,Professor,Academic,50,True,United Kingdom
A1205,Pharma Research Scientist,Corporate,18,True,Japan
A1206,Professor,Academic,22,True,Japan
A1207,Professor,Academic,13,True,India
A1208,Professor,Academic,23,True,Germany
A1209,Professor,Academic,20,False,Germany
A1210,Pharma Research Scientist,Corporate,14,False,Germany
A1211,Pharma Research Scientist,Corporate,24,True,United Kingdom
A1212,Professor,Academic,10,False,United Kingdom
A1213,Clinical Researcher,Corporate,20,False,Germany
A1214,Pharma Research Scientist,Corporate,6,True,India
A1215,Pharma Research Scientist,Corporate,14,True,United States
A1216,Pharma Research Scientist,Corporate,17,True,United Kingdom
A1217,Professor,Academic,9,True,Germany
A1218,Pharma Research Scientist,Corporate,18,True,Japan
A1219,Professor,Academic,12,True,United Kingdom
A1220,Pharma Research Scientist,Corporate,18,False,United States
A1221,Pharma Research Scientist,Corporate,14,True,United Kingdom
A1222,Clinical Researcher,Corporate,8,True,United States
A1223,Pharma Research Scientist,Corporate,12,True,United States
A1224,Professor,Academic,16,True,United Kingdom
A1225,AI Researcher,Academic,13,True,United States
A1226,Professor,Academic,14,True,United Kingdom
A1227,Pharma Research Scientist,Corporate,19,False,United Kingdom
A1228,Pharma Research Scientist,Corporate,13,False,India
A1229,Pharma Research Scientist,Corporate,16,True,Japan
A1230,Clinical Researcher,Academic,14,True,United States
A1231,Professor,Academic,21,True,United Kingdom
A1232,Pharma Research Scientist,Corporate,19,False,United States
A1233,Professor,Academic,12,True,United Kingdom
A1234,Professor,Academic,20,True,United Kingdom
A1235,Clinical Researcher,Corporate,19,False,United Kingdom
A1236,Pharma Research Scientist,Corporate,12,False,Japan
A1237,Professor,Academic,16,True,United States
A1238,Pharma Research Scientist,Corporate,14,True,Japan
A1239,Professor,Academic,13,True,Japan
A1240,AI Researcher,Academic,13,False,Japan
A1241,Pharma Research Scientist,Corporate,19,True,Japan
A1242,Professor,Academic,16,True,India
A1243,Pharma Research Scientist,Corporate,12,True,United States
A1244,Professor,Academic,19,True,United States
A1245,Pharma Research Scientist,Corporate,15,True,United Kingdom
A1246,Pharma Research Scientist,Corporate,17,True,United States
A1247,Pharma Research Scientist,Corporate,14,True,Japan
A1248,Pharma Research Scientist,Corporate,15,True,Germany
A1249,Pharma Research Scientist,Corporate,12,True,United States
A1250,Clinical Researcher,Corporate,20,True,Germany
A1251,Pharma Research Scientist,Corporate,10,True,India
A1252,Pharma Research Scientist,Corporate,17,True,United Kingdom
A1253,Clinical Researcher,Academic,15,True,United Kingdom
A1254,Professor,Academic,24,False,United Kingdom
A1255,Clinical Researcher,Academic,17,True,India
A1256,Clinical Researcher,Corporate,13,True,Japan
A1257,Pharma Research Scientist,Corporate,12,True,Germany
A1258,AI Researcher,Corporate,15,True,United States
A1259,Pharma Research Scientist,Corporate,19,False,Japan
A1260,Professor,Academic,17,True,United Kingdom
A1261,Pharma Research Scientist,Corporate,9,False,United Kingdom
A1262,Pharma Research Scientist,Corporate,18,True,Japan
A1263,Clinical Researcher,Academic,9,True,Germany
A1264,Clinical Researcher,Academic,20,True,Japan
A1265,AI Researcher,Academic,10,False,India
A1266,AI Researcher,Academic,12,False,United Kingdom
A1267,Pharma Research Scientist,Corporate,17,True,Germany
A1268,Clinical Researcher,Academic,11,True,United States
A1269,Pharma Research Scientist,Corporate,18,True,United Kingdom
A1270,Professor,Academic,13,False,Japan
A1271,Pharma Research Scientist,Corporate,16,True,Germany
A1272,Pharma Research Scientist,Corporate,17,True,United Kingdom
A1273,Pharma Research Scientist,Corporate,14,True,United States
A1274,Professor,Academic,15,True,United States
A1275,Pharma Research Scientist,Unknown,12,True,Japan
A1276,Pharma Research Scientist,Corporate,12,True,India
A1277,Pharma Research Scientist,Corporate,13,False,Japan
A1278,Pharma Research Scientist,Corporate,9,True,Germany
A1279,Pharma Research Scientist,Corporate,10,True,Japan
A1280,Professor,Academic,17,True,Germany
A1281,Clinical Researcher,Academic,20,True,India
A1282,Professor,Academic,9,True,Japan
A1283,Pharma Research Scientist,Corporate,13,False,United States
A1284,Pharma Research Scientist,Corporate,10,False,Germany
A1285,Professor,Academic,16,False,Germany
A1286,Pharma Research Scientist,Corporate,19,False,United States
A1287,Professor,Academic,14,True,Japan
A1288,Professor,Academic,14,True,India
A1289,Professor,Academic,13,True,United Kingdom
A1290,Professor,Academic,14,True,Japan
A1291,Pharma Research Scientist,Corporate,19,True,Japan
A1292,AI Researcher,Academic,10,True,Germany
A1293,Pharma Research Scientist,Corporate,16,False,Germany
A1294,AI Researcher,Corporate,18,False,India
A1295,Pharma Research Scientist,Corporate,17,False,India
A1296,Pharma Research Scientist,Corporate,17,True,India
A1297,Clinical Researcher,Academic,8,False,United States
A1298,Clinical Researcher,Academic,18,True,United Kingdom
A1299,Pharma Research Scientist,Corporate,9,True,United Kingdom
A1300,Pharma Research Scientist,Corporate,0,True,India
A1301,Professor,Academic,19,True,Germany
A1302,Professor,Unknown,12,False,United Kingdom
A1303,Pharma Research Scientist,Corporate,21,True,Japan
A1304,Pharma Research Scientist,Corporate,17,True,United States
A1305,Pharma Research Scientist,Corporate,19,True,Germany
A1306,Professor,Academic,15,False,United States
A1307,Pharma Research Scientist,Corporate,17,True,Japan
A1308,Clinical Researcher,Corporate,24,True,United Kingdom
A1309,AI Researcher,Academic,24,True,United States
A1310,Professor,Academic,6,True,United States
A1311,Pharma Research Scientist,Corporate,11,True,United States
A1312,AI Researcher,Academic,17,True,Japan
A1313,Pharma Research Scientist,Corporate,19,True,Germany
A1314,Professor,Academic,16,False,Germany
A1315,AI Researcher,Academic,12,False,Japan
A1316,Professor,Academic,17,True,United States
A1317,Pharma Research Scientist,Unknown,21,True,United States
A1318,Pharma Research Scientist,Corporate,15,True,India
A1319,Pharma Research Scientist,Corporate,14,False,United Kingdom
A1320,AI Researcher,Academic,11,True,United Kingdom
A1321,Pharma Research Scientist,Corporate,10,True,Germany
A1322,Pharma Research Scientist,Corporate,14,False,Japan
A1323,Professor,Academic,8,True,United States
A1324,Professor,Academic,12,True,United Kingdom
A1325,Pharma Research Scientist,Corporate,17,False,Japan
A1326,Pharma Research Scientist,Corporate,17,True,Japan
A1327,AI Researcher,Academic,16,True,United States
A1328,Professor,Academic,13,True,Japan
A1329,Professor,Academic,19,True,United Kingdom
A1330,Pharma Research Scientist,Corporate,8,True,India
A1331,Pharma Research Scientist,Corporate,12,True,United Kingdom
A1332,Clinical Researcher,Corporate,17,True,India
A1333,Clinical Researcher,Academic,13,True,Japan
A1334,Clinical Researcher,Academic,20,True,United Kingdom
A1335,Professor,Academic,13,True,United States
A1336,Pharma Research Scientist,Corporate,6,True,Japan
A1337,Professor,Academic,10,False,United States
A1338,Pharma Research Scientist,Corporate,9,True,India
A1339,Pharma Research Scientist,Corporate,17,True,Germany
A1340,Clinical Researcher,Corporate,20,True,Germany
A1341,Clinical Researcher,Academic,12,True,India
A1342,AI Researcher,Academic,18,True,Germany
A1343,Pharma Research Scientist,Corporate,13,True,Japan
A1344,Professor,Academic,10,True,Japan
A1345,Pharma Research Scientist,Corporate,15,False,United Kingdom
A1346,Pharma Research Scientist,Corporate,16,True,Japan
A1347,Pharma Research Scientist,Corporate,11,False,Germany
A1348,Professor,Academic,16,True,United States
A1349,Pharma Research Scientist,Unknown,12,True,United Kingdom
A1350,AI Researcher,Academic,19,False,United States
A1351,Pharma Research Scientist,Corporate,16,True,Germany
A1352,Pharma Research Scientist,Corporate,16,True,United States
A1353,AI Researcher,Academic,18,True,Germany
A1354,Pharma Research Scientist,Unknown,14,True,Japan
A1355,Pharma Research Scientist,Corporate,24,True,United Kingdom
A1356,Pharma Research Scientist,Corporate,18,True,India
A1357,Clinical Researcher,Academic,14,False,Germany
A1358,Clinical Researcher,Academic,11,True,Japan
A1359,AI Researcher,Academic,15,False,United States
A1360,Professor,Academic,19,True,Japan
A1361,Pharma Research Scientist,Corporate,14,True,United States
A1362,Pharma Research Scientist,Corporate,12,True,United States
A1363,Pharma Research Scientist,Unknown,16,True,United States
A1364,Pharma Research Scientist,Corporate,12,True,United States
A1365,Professor,Academic,8,True,United Kingdom
A1366,Professor,Academic,16,False,United States
A1367,Professor,Academic,11,True,United Kingdom
A1368,Professor,Academic,14,True,India
A1369,Pharma Research Scientist,Corporate,19,True,United Kingdom
A1370,Professor,Academic,20,False,United States
A1371,Professor,Academic,16,True,India
A1372,Clinical Researcher,Academic,11,True,Japan
A1373,AI Researcher,Academic,20,True,United Kingdom
A1374,Pharma Research Scientist,Corporate,15,True,Japan
A1375,Clinical Researcher,Academic,22,True,India
A1376,Professor,Academic,18,True,United Kingdom
A1377,Pharma Research Scientist,Corporate,12,True,United States
A1378,Clinical Researcher,Corporate,15,True,United Kingdom
A1379,Pharma Research Scientist,Corporate,15,False,United States
A1380,Pharma Research Scientist,Corporate,16,True,Germany
A1381,Professor,Unknown,11,True,United Kingdom
A1382,Pharma Research Scientist,Corporate,9,True,United Kingdom
A1383,Clinical Researcher,Corporate,14,True,Japan
A1384,Professor,Academic,15,True,Japan
A1385,Pharma Research Scientist,Corporate,20,True,India
A1386,Clinical Researcher,Academic,12,True,United States
A1387,AI Researcher,Academic,13,True,Japan
A1388,Clinical Researcher,Corporate,16,False,India
A1389,Professor,Academic,18,True,United States
A1390,AI Researcher,Academic,22,True,United States
A1391,Professor,Unknown,17,True,United States
A1392,Professor,Academic,20,True,Germany
A1393,Pharma Research Scientist,Corporate,8,True,United States
A1394,Professor,Academic,17,True,India
A1395,Pharma Research Scientist,Corporate,13,True,United States
A1396,Pharma Research Scientist,Corporate,17,True,United States
A1397,Professor,Academic,17,True,India
A1398,Pharma Research Scientist,Corporate,14,False,United Kingdom
A1399,Professor,Academic,14,True,United States
A1400,Pharma Research Scientist,Corporate,11,True,India
A1401,Professor,Academic,17,True,Japan
A1402,Pharma Research Scientist,Corporate,11,True,India
A1403,Clinical Researcher,Academic,25,True,Germany
A1404,Professor,Academic,19,True,Japan
A1405,AI Researcher,Academic,23,True,United Kingdom
A1406,Pharma Research Scientist,Corporate,11,True,United Kingdom
A1407,Professor,Academic,11,True,India
A1408,Clinical Researcher,Corporate,18,True,India
A1409,Professor,Academic,14,True,United States
A1410,AI Researcher,Corporate,14,False,United States
A1411,Pharma Research Scientist,Corporate,21,True,Germany
A1412,Clinical Researcher,Academic,15,True,United States
A1413,Pharma Research Scientist,Corporate,24,True,India
A1414,Pharma Research Scientist,Corporate,13,True,India
A1415,Pharma Research Scientist,Corporate,12,False,United States
A1416,Clinical Researcher,Academic,13,True,Germany
A1417,Professor,Academic,17,True,India
A1418,AI Researcher,Corporate,20,True,Germany
A1419,Pharma Research Scientist,Corporate,14,True,India
A1420,Professor,Academic,14,True,Germany
A1421,Pharma Research Scientist,Corporate,8,True,Germany
A1422,Pharma Research Scientist,Corporate,16,True,Germany
A1423,AI Researcher,Academic,17,True,United States
A1424,Professor,Academic,9,True,United Kingdom
A1425,Pharma Research Scientist,Corporate,9,False,Germany
A1426,Professor,Academic,17,True,Germany
A1427,Clinical Researcher,Academic,14,True,India
A1428,Clinical Researcher,Corporate,13,False,United Kingdom
A1429,Professor,Academic,8,False,India
A1430,Pharma Research Scientist,Corporate,10,True,India
A1431,AI Researcher,Academic,21,True,Germany
A1432,Clinical Researcher,Corporate,15,True,Japan
A1433,Professor,Academic,15,True,United Kingdom
A1434,Professor,Academic,15,False,India
A1435,Professor,Academic,14,True,Japan
A1436,Professor,Academic,13,True,Japan
A1437,Clinical Researcher,Corporate,15,False,India
A1438,Clinical Researcher,Academic,19,True,Germany
A1439,Professor,Academic,16,False,United States
A1440,Professor,Academic,22,False,India
A1441,Pharma Research Scientist,Corporate,20,True,Germany
A1442,Professor,Academic,16,True,United Kingdom
A1443,Professor,Academic,18,True,Germany
A1444,Pharma Research Scientist,Corporate,12,False,Japan
A1445,Professor,Academic,14,False,United Kingdom
A1446,Pharma Research Scientist,Corporate,17,True,United Kingdom
A1447,Pharma Research Scientist,Corporate,25,True,United States
A1448,Pharma Research Scientist,Corporate,18,True,United States
A1449,Professor,Academic,14,False,India
A1450,Professor,Academic,18,True,Germany
A1451,Professor,Academic,12,True,India
A1452,Professor,Academic,15,True,United States
A1453,Pharma Research Scientist,Corporate,13,True,Japan
A1454,Clinical Researcher,Academic,11,False,United States
A1455,Clinical Researcher,Corporate,16,True,Germany
A1456,Clinical Researcher,Academic,10,True,Japan
A1457,Pharma Research Scientist,Corporate,16,True,India
A1458,Clinical Researcher,Corporate,14,False,India
A1459,Pharma Research Scientist,Corporate,11,True,United States
A1460,Pharma Research Scientist,Corporate,17,True,United States
A1461,Pharma Research Scientist,Corporate,17,True,India
A1462,Clinical Researcher,Corporate,16,True,India
A1463,Professor,Academic,16,True,United Kingdom
A1464,Professor,Academic,20,True,Germany
A1465,Clinical Researcher,Academic,11,True,United Kingdom
A1466,AI Researcher,Academic,14,True,United Kingdom
A1467,Professor,Academic,13,True,India
A1468,Pharma Research Scientist,Corporate,13,True,Germany
A1469,Professor,Academic,10,True,India
A1470,Clinical Researcher,Academic,10,True,United Kingdom
A1471,Pharma Research Scientist,Corporate,10,True,United Kingdom
A1472,Pharma Research Scientist,Corporate,19,False,India
A1473,Clinical Researcher,Corporate,14,True,United States
A1474,Professor,Academic,19,True,United States
A1475,Pharma Research Scientist,Corporate,16,True,India
A1476,Professor,Academic,16,False,Japan
A1477,Pharma Research Scientist,Corporate,17,True,Japan
A1478,Clinical Researcher,Academic,14,True,United States
A1479,Pharma Research Scientist,Unknown,13,True,Germany
A1480,Pharma Research Scientist,Corporate,18,True,United Kingdom
A1481,Pharma Research Scientist,Corporate,11,True,Germany
A1482,Pharma Research Scientist,Corporate,20,True,United States
A1483,AI Researcher,Corporate,15,False,India
A1484,AI Researcher,Corporate,14,True,Japan
A1485,Professor,Academic,14,False,United States
A1486,Professor,Academic,14,True,Germany
A1487,Pharma Research Scientist,Corporate,15,False,Germany
A1488,Clinical Researcher,Corporate,16,True,United States
A1489,Pharma Research Scientist,Corporate,15,True,United Kingdom
A1490,AI Researcher,Academic,9,True,Germany
A1491,Pharma Research Scientist,Corporate,21,False,United Kingdom
A1492,AI Researcher,Academic,16,True,United Kingdom
A1493,AI Researcher,Academic,15,True,India
A1494,Pharma Research Scientist,Corporate,13,True,United States
A1495,Professor,Academic,17,False,United States
A1496,Pharma Research Scientist,Unknown,22,True,United Kingdom
A1497,Professor,Academic,15,True,India
A1498,Professor,Academic,8,False,Germany
A1499,Pharma Research Scientist,Corporate,13,False,Germany
A1500,Professor,Academic,12,True,United States
A1501,Professor,Academic,13,False,United Kingdom
A1502,Clinical Researcher,Academic,21,True,India
A1503,Pharma Research Scientist,Corporate,21,True,India
A1504,Professor,Academic,12,False,Germany
A1505,AI Researcher,Corporate,24,False,Germany
A1506,Professor,Academic,16,True,Japan
A1507,Pharma Research Scientist,Corporate,14,True,Japan
A1508,Professor,Academic,15,True,United Kingdom
A1509,Pharma Research Scientist,Corporate,17,False,Japan
A1510,Professor,Academic,16,False,India
A1511,Professor,Academic,14,True,Japan
A1512,Pharma Research Scientist,Corporate,13,False,United States
A1513,Professor,Academic,14,True,United States
A1514,Pharma Research Scientist,Unknown,13,True,Germany
A1515,AI Researcher,Academic,16,True,Germany
A1516,AI Researcher,Academic,12,True,United Kingdom
A1517,Professor,Academic,14,True,United States
A1518,Professor,Academic,17,False,United Kingdom
A1519,Pharma Research Scientist,Corporate,10,True,United Kingdom
A1520,Pharma Research Scientist,Corporate,15,True,Japan
A1521,Pharma Research Scientist,Corporate,13,False,Germany
A1522,Pharma Research Scientist,Corporate,10,True,United Kingdom
A1523,AI Researcher,Academic,9,True,United Kingdom
A1524,AI Researcher,Corporate,9,True,Germany
A1525,Professor,Academic,8,False,Germany
A1526,Professor,Academic,8,True,United States
A1527,Pharma Research Scientist,Corporate,17,True,Germany
A1528,Professor,Academic,17,True,Japan
A1529,Pharma Research Scientist,Corporate,15,False,United States
A1530,Clinical Researcher,Academic,9,True,United Kingdom
A1531,AI Researcher,Unknown,15,True,Japan
A1532,Pharma Research Scientist,Corporate,15,True,Japan
A1533,Professor,Academic,19,True,United States
A1534,Pharma Research Scientist,Corporate,15,True,United Kingdom
A1535,Professor,Academic,14,False,United States
A1536,Pharma Research Scientist,Unknown,14,True,India
A1537,Pharma Research Scientist,Corporate,18,False,India
A1538,Professor,Academic,11,False,United States
A1539,Pharma Research Scientist,Corporate,18,True,United Kingdom
A1540,Professor,Academic,19,True,United Kingdom
A1541,AI Researcher,Corporate,20,False,Germany
A1542,Professor,Academic,17,False,Japan
A1543,Professor,Academic,18,True,United States
A1544,Professor,Academic,9,True,Japan
A1545,Clinical Researcher,Academic,15,True,Japan
A1546,Pharma Research Scientist,Corporate,8,True,India
A1547,AI Researcher,Academic,13,True,India
A1548,AI Researcher,Academic,12,False,United States
A1549,Professor,Academic,10,True,United States
A1550,Pharma Research Scientist,Corporate,20,False,United Kingdom
A1551,Professor,Academic,18,True,United States
A1552,Professor,Academic,10,True,United Kingdom
A1553,Pharma Research Scientist,Corporate,12,True,United Kingdom
A1554,Professor,Academic,8,True,United States
A1555,Pharma Research Scientist,Corporate,20,True,United Kingdom
A1556,Professor,Academic,8,True,Japan
A1557,Pharma Research Scientist,Corporate,22,True,United Kingdom
A1558,AI Researcher,Corporate,12,True,Japan
A1559,Professor,Academic,14,False,Japan
A1560,Pharma Research Scientist,Corporate,22,False,Japan
A1561,Pharma Research Scientist,Corporate,20,True,Germany
A1562,Clinical Researcher,Academic,15,False,Germany
A1563,Professor,Academic,16,True,United Kingdom
A1564,Pharma Research Scientist,Corporate,14,True,United States
A1565,Clinical Researcher,Corporate,17,True,United Kingdom
A1566,Pharma Research Scientist,Corporate,11,True,Germany
A1567,Professor,Academic,10,True,India
A1568,Pharma Research Scientist,Corporate,21,True,India
A1569,Pharma Research Scientist,Corporate,13,True,United Kingdom
A1570,Professor,Academic,16,True,Germany
A1571,AI Researcher,Academic,11,False,Japan
A1572,Pharma Research Scientist,Corporate,16,False,Germany
A1573,Professor,Academic,9,True,United Kingdom
A1574,Pharma Research Scientist,Corporate,50,True,Germany
A1575,Pharma Research Scientist,Corporate,12,True,India
A1576,Clinical Researcher,Corporate,6,False,Japan
A1577,AI Researcher,Corporate,15,True,United Kingdom
A1578,Professor,Academic,16,True,United Kingdom
A1579,Pharma Research Scientist,Corporate,13,True,United States
A1580,Professor,Academic,14,True,Japan
A1581,Pharma Research Scientist,Corporate,21,True,United Kingdom
A1582,Clinical Researcher,Corporate,7,True,Germany
A1583,Pharma Research Scientist,Corporate,16,False,Germany
A1584,Pharma Research Scientist,Corporate,15,True,Germany
A1585,Pharma Research Scientist,Corporate,10,True,Germany
A1586,AI Researcher,Academic,13,True,United Kingdom
A1587,Professor,Academic,14,True,India
A1588,Pharma Research Scientist,Corporate,22,True,Japan
A1589,Pharma Research Scientist,Corporate,8,True,Germany
A1590,Clinical Researcher,Corporate,18,False,United Kingdom
A1591,Pharma Research Scientist,Corporate,15,True,United Kingdom
A1592,Pharma Research Scientist,Unknown,9,False,Germany
A1593,Pharma Research Scientist,Corporate,19,False,United States
A1594,Pharma Research Scientist,Corporate,17,False,United Kingdom
A1595,Pharma Research Scientist,Corporate,15,True,Japan
A1596,AI Researcher,Corporate,18,True,Japan
A1597,Professor,Unknown,15,True,United States
A1598,Professor,Academic,12,True,United Kingdom
A1599,Pharma Research Scientist,Corporate,16,True,United States
A1600,Pharma Research Scientist,Corporate,19,False,United Kingdom
A1601,Clinical Researcher,Corporate,11,False,United Kingdom
A1602,Pharma Research Scientist,Corporate,18,False,United States
A1603,Pharma Research Scientist,Corporate,11,True,India
A1604,Professor,Academic,10,True,Germany
A1605,Pharma Research Scientist,Corporate,14,True,Germany
A1606,Pharma Research Scientist,Corporate,17,True,Germany
A1607,Pharma Research Scientist,Corporate,17,False,United States
A1608,Pharma Research Scientist,Corporate,16,True,United Kingdom
A1609,Pharma Research Scientist,Corporate,11,True,United Kingdom
A1610,Professor,Academic,12,False,Japan
A1611,Professor,Academic,13,True,United Kingdom
A1612,AI Researcher,Corporate,14,False,India
A1613,Clinical Researcher,Academic,18,True,Germany
A1614,Clinical Researcher,Academic,10,False,India
A1615,Pharma Research Scientist,Corporate,21,True,Germany
A1616,Professor,Academic,15,True,United States
A1617,Professor,Academic,16,True,India
A1618,Professor,Unknown,14,True,United Kingdom
A1619,Professor,Academic,11,False,Germany
A1620,AI Researcher,Academic,16,True,Japan
A1621,Pharma Research Scientist,Corporate,16,False,India
A1622,Professor,Academic,23,False,United States
A1623,Pharma Research Scientist,Corporate,16,True,Japan
A1624,Professor,Unknown,16,True,United States
A1625,Clinical Researcher,Academic,14,True,Germany
A1626,Pharma Research Scientist,Corporate,12,True,India
A1627,Pharma Research Scientist,Corporate,10,True,United States
A1628,AI Researcher,Corporate,15,True,Japan
A1629,Pharma Research Scientist,Corporate,19,True,Japan
A1630,Pharma Research Scientist,Corporate,10,True,United Kingdom
A1631,Clinical Researcher,Corporate,13,True,United States
A1632,Pharma Research Scientist,Corporate,12,False,India
A1633,Pharma Research Scientist,Corporate,18,True,India
A1634,AI Researcher,Corporate,20,False,United Kingdom
A1635,Pharma Research Scientist,Corporate,18,True,Japan
A1636,AI Researcher,Academic,19,True,United States
A1637,Professor,Academic,15,False,Japan
A1638,Pharma Research Scientist,Corporate,21,True,United States
A1639,AI Researcher,Academic,13,True,United States
A1640,Professor,Academic,15,True,United States
A1641,Pharma Research Scientist,Corporate,8,True,Japan
A1642,Pharma Research Scientist,Corporate,10,True,Japan
A1643,AI Researcher,Corporate,16,True,Japan
A1644,AI Researcher,Academic,18,True,Germany
A1645,Pharma Research Scientist,Corporate,14,False,Japan
A1646,Professor,Academic,20,False,United Kingdom
A1647,AI Researcher,Academic,13,True,Germany
A1648,Pharma Research Scientist,Corporate,19,True,United States
A1649,Professor,Academic,17,True,India
A1650,Pharma Research Scientist,Corporate,16,False,Germany
A1651,Professor,Academic,14,True,Germany
A1652,Professor,Academic,12,True,United States
A1653,Professor,Academic,13,True,Japan
A1654,Professor,Academic,23,True,Japan
A1655,AI Researcher,Academic,17,True,Germany
A1656,Professor,Academic,22,True,Japan
A1657,Clinical Researcher,Academic,16,True,Germany
A1658,Professor,Academic,13,True,India
A1659,Professor,Academic,20,True,India
A1660,Pharma Research Scientist,Corporate,16,True,United States
A1661,Pharma Research Scientist,Corporate,12,False,United Kingdom
A1662,Clinical Researcher,Academic,16,True,United Kingdom
A1663,AI Researcher,Academic,15,True,Japan
A1664,Clinical Researcher,Academic,17,True,United Kingdom
A1665,Pharma Research Scientist,Corporate,17,True,India
A1666,Clinical Researcher,Academic,17,True,United States
A1667,AI Researcher,Corporate,11,True,India
A1668,Clinical Researcher,Academic,13,True,Germany
A1669,Pharma Research Scientist,Corporate,10,True,Japan
A1670,Pharma Research Scientist,Corporate,18,True,Japan
A1671,Clinical Researcher,Academic,15,True,United Kingdom
A1672,Pharma Research Scientist,Corporate,28,False,Germany
A1673,Pharma Research Scientist,Corporate,11,True,United Kingdom
A1674,Clinical Researcher,Corporate,10,True,United Kingdom
A1675,AI Researcher,Corporate,10,True,United Kingdom
A1676,Professor,Academic,18,True,Germany
A1677,AI Researcher,Academic,17,True,United Kingdom
A1678,Pharma Research Scientist,Corporate,11,False,Japan
A1679,Professor,Academic,14,True,United Kingdom
A1680,Pharma Research Scientist,Unknown,8,True,Germany
A1681,Pharma Research Scientist,Corporate,21,True,Germany
A1682,AI Researcher,Academic,13,True,India
A1683,Pharma Research Scientist,Corporate,15,False,United Kingdom
A1684,Pharma Research Scientist,Unknown,22,True,Germany
A1685,Pharma Research Scientist,Corporate,15,True,United Kingdom
A1686,Professor,Unknown,16,True,United States
A1687,Professor,Academic,19,True,Japan
A1688,Clinical Researcher,Academic,12,True,Japan
A1689,Professor,Academic,19,True,United Kingdom
A1690,Clinical Researcher,Corporate,14,True,Japan
A1691,AI Researcher,Academic,13,True,Japan
A1692,Professor,Academic,25,True,United States
A1693,Clinical Researcher,Unknown,12,True,Japan
A1694,Pharma Research Scientist,Corporate,16,True,Japan
A1695,Pharma Research Scientist,Corporate,12,True,Germany
A1696,Pharma Research Scientist,Corporate,12,True,Japan
A1697,Professor,Academic,9,False,United Kingdom
A1698,Professor,Academic,12,True,Japan
A1699,Clinical Researcher,Academic,12,True,United Kingdom
A1700,Professor,Academic,12,False,Japan
A1701,Pharma Research Scientist,Corporate,13,True,United Kingdom
A1702,Pharma Research Scientist,Corporate,14,False,Japan
A1703,Clinical Researcher,Academic,13,True,United Kingdom
A1704,Professor,Academic,21,False,Japan
A1705,Pharma Research Scientist,Corporate,19,True,United States
A1706,Professor,Academic,17,True,Germany
A1707,Professor,Academic,22,True,Germany
A1708,Pharma Research Scientist,Corporate,13,False,Germany
A1709,Clinical Researcher,Corporate,13,True,Germany
A1710,Pharma Research Scientist,Corporate,14,True,United States
A1711,Clinical Researcher,Academic,16,True,United States
